filename,url,pageUrl,pageTitle,semanticPath,tag,role,format,width,height,alt,downloaded
"how-to-get-to-isabela__div#sect4882904_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__4.png","https://l.icdbcdn.com/oh/f4e9cfab-1f18-40b3-b2ea-9bc56a5d694a.png?w=320","https://galapagos-hotel.com/en/2548406/how-to-get-to-isabela1","How to get to Isabela","div#sect4882904 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","png","0","0","","true"
"how-to-get-to-isabela__div#sect4882904_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__5.png","https://l.icdbcdn.com/oh/f4e9cfab-1f18-40b3-b2ea-9bc56a5d694a.png?w=575","https://galapagos-hotel.com/en/2548406/how-to-get-to-isabela1","How to get to Isabela","div#sect4882904 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","png","0","0","","true"
"how-to-get-to-isabela__div#sect4882904_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__6.png","https://l.icdbcdn.com/oh/f4e9cfab-1f18-40b3-b2ea-9bc56a5d694a.png?w=768","https://galapagos-hotel.com/en/2548406/how-to-get-to-isabela1","How to get to Isabela","div#sect4882904 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","png","0","0","","true"
"how-to-get-to-isabela__div#sect4882904_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__7.png","https://l.icdbcdn.com/oh/f4e9cfab-1f18-40b3-b2ea-9bc56a5d694a.png?w=992","https://galapagos-hotel.com/en/2548406/how-to-get-to-isabela1","How to get to Isabela","div#sect4882904 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","png","0","0","","true"
"how-to-get-to-isabela__div#sect4882904_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__8.png","https://l.icdbcdn.com/oh/f4e9cfab-1f18-40b3-b2ea-9bc56a5d694a.png?w=1200","https://galapagos-hotel.com/en/2548406/how-to-get-to-isabela1","How to get to Isabela","div#sect4882904 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","png","0","0","","true"
"how-to-get-to-isabela__div#sect4882904_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__9.png","https://l.icdbcdn.com/oh/f4e9cfab-1f18-40b3-b2ea-9bc56a5d694a.png?w=1920","https://galapagos-hotel.com/en/2548406/how-to-get-to-isabela1","How to get to Isabela","div#sect4882904 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","png","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__img__3.jpg","https://l.icdbcdn.com/oh/d6ee83c5-7a57-49f5-9196-53624c139654.jpg?w=1920","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","hero","jpg","1920","2560","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__4.jpg","https://l.icdbcdn.com/oh/d6ee83c5-7a57-49f5-9196-53624c139654.jpg?w=320","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__5.jpg","https://l.icdbcdn.com/oh/d6ee83c5-7a57-49f5-9196-53624c139654.jpg?w=575","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__6.jpg","https://l.icdbcdn.com/oh/d6ee83c5-7a57-49f5-9196-53624c139654.jpg?w=768","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__7.jpg","https://l.icdbcdn.com/oh/d6ee83c5-7a57-49f5-9196-53624c139654.jpg?w=992","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__8.jpg","https://l.icdbcdn.com/oh/d6ee83c5-7a57-49f5-9196-53624c139654.jpg?w=1200","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.left_div.image-wrapper_figure_div.re__img__10.jpg","https://l.icdbcdn.com/oh/42a286eb-063e-4a0c-a223-8b5cc416bd9d.jpg?w=1920","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.left › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","hero","jpg","1024","682","","true"
"breeding-centre__div.image-gallery-slide.left_div.image-wrapper_figure_div.re__imgsrcset__11.jpg","https://l.icdbcdn.com/oh/42a286eb-063e-4a0c-a223-8b5cc416bd9d.jpg?w=320","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.left › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.left_div.image-wrapper_figure_div.re__imgsrcset__12.jpg","https://l.icdbcdn.com/oh/42a286eb-063e-4a0c-a223-8b5cc416bd9d.jpg?w=575","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.left › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.left_div.image-wrapper_figure_div.re__imgsrcset__13.jpg","https://l.icdbcdn.com/oh/42a286eb-063e-4a0c-a223-8b5cc416bd9d.jpg?w=768","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.left › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.left_div.image-wrapper_figure_div.re__imgsrcset__14.jpg","https://l.icdbcdn.com/oh/42a286eb-063e-4a0c-a223-8b5cc416bd9d.jpg?w=992","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.left › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.left_div.image-wrapper_figure_div.re__imgsrcset__15.jpg","https://l.icdbcdn.com/oh/42a286eb-063e-4a0c-a223-8b5cc416bd9d.jpg?w=1200","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.left › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.center_div.image-wrapper_figure_div.__img__17.jpg","https://l.icdbcdn.com/oh/da56853d-3ac2-4c95-99cd-fbfecbe5f0a3.jpg?w=1920","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.center › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","hero","jpg","1920","1183","","true"
"breeding-centre__div.image-gallery-slide.center_div.image-wrapper_figure_div.__imgsrcset__18.jpg","https://l.icdbcdn.com/oh/da56853d-3ac2-4c95-99cd-fbfecbe5f0a3.jpg?w=320","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.center › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.center_div.image-wrapper_figure_div.__imgsrcset__19.jpg","https://l.icdbcdn.com/oh/da56853d-3ac2-4c95-99cd-fbfecbe5f0a3.jpg?w=575","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.center › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.center_div.image-wrapper_figure_div.__imgsrcset__20.jpg","https://l.icdbcdn.com/oh/da56853d-3ac2-4c95-99cd-fbfecbe5f0a3.jpg?w=768","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.center › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.center_div.image-wrapper_figure_div.__imgsrcset__21.jpg","https://l.icdbcdn.com/oh/da56853d-3ac2-4c95-99cd-fbfecbe5f0a3.jpg?w=992","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.center › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.center_div.image-wrapper_figure_div.__imgsrcset__22.jpg","https://l.icdbcdn.com/oh/da56853d-3ac2-4c95-99cd-fbfecbe5f0a3.jpg?w=1200","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.center › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.right_div.image-wrapper_figure_div.r__img__24.jpg","https://l.icdbcdn.com/oh/7eab1a9c-bc4c-4b35-a26b-87c21bc0191c.jpg?w=1920","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.right › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","hero","jpg","1440","960","","true"
"breeding-centre__div.image-gallery-slide.right_div.image-wrapper_figure_div.r__imgsrcset__25.jpg","https://l.icdbcdn.com/oh/7eab1a9c-bc4c-4b35-a26b-87c21bc0191c.jpg?w=320","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.right › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.right_div.image-wrapper_figure_div.r__imgsrcset__26.jpg","https://l.icdbcdn.com/oh/7eab1a9c-bc4c-4b35-a26b-87c21bc0191c.jpg?w=575","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.right › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.right_div.image-wrapper_figure_div.r__imgsrcset__27.jpg","https://l.icdbcdn.com/oh/7eab1a9c-bc4c-4b35-a26b-87c21bc0191c.jpg?w=768","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.right › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.right_div.image-wrapper_figure_div.r__imgsrcset__28.jpg","https://l.icdbcdn.com/oh/7eab1a9c-bc4c-4b35-a26b-87c21bc0191c.jpg?w=992","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.right › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide.right_div.image-wrapper_figure_div.r__imgsrcset__29.jpg","https://l.icdbcdn.com/oh/7eab1a9c-bc4c-4b35-a26b-87c21bc0191c.jpg?w=1200","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide.right › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__img__31.jpg","https://l.icdbcdn.com/oh/c2bd6c00-fb50-4ba8-9180-f2f2847bfbb0.jpg?w=1920","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","content","jpg","720","642","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__32.jpg","https://l.icdbcdn.com/oh/c2bd6c00-fb50-4ba8-9180-f2f2847bfbb0.jpg?w=320","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__33.jpg","https://l.icdbcdn.com/oh/c2bd6c00-fb50-4ba8-9180-f2f2847bfbb0.jpg?w=575","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__34.jpg","https://l.icdbcdn.com/oh/c2bd6c00-fb50-4ba8-9180-f2f2847bfbb0.jpg?w=768","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__35.jpg","https://l.icdbcdn.com/oh/c2bd6c00-fb50-4ba8-9180-f2f2847bfbb0.jpg?w=992","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__36.jpg","https://l.icdbcdn.com/oh/c2bd6c00-fb50-4ba8-9180-f2f2847bfbb0.jpg?w=1200","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__img__38.jpg","https://l.icdbcdn.com/oh/063e058d-4f7d-4368-9ba6-e9466c4379c8.jpg?w=1920","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","hero","jpg","1920","1275","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__39.jpg","https://l.icdbcdn.com/oh/063e058d-4f7d-4368-9ba6-e9466c4379c8.jpg?w=320","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__40.jpg","https://l.icdbcdn.com/oh/063e058d-4f7d-4368-9ba6-e9466c4379c8.jpg?w=575","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__41.jpg","https://l.icdbcdn.com/oh/063e058d-4f7d-4368-9ba6-e9466c4379c8.jpg?w=768","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__42.jpg","https://l.icdbcdn.com/oh/063e058d-4f7d-4368-9ba6-e9466c4379c8.jpg?w=992","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__43.jpg","https://l.icdbcdn.com/oh/063e058d-4f7d-4368-9ba6-e9466c4379c8.jpg?w=1200","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__img__45.jpg","https://l.icdbcdn.com/oh/fe5d83d0-10f2-4c14-abc8-af46dee6ab7f.jpg?w=1920","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","hero","jpg","1024","682","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__46.jpg","https://l.icdbcdn.com/oh/fe5d83d0-10f2-4c14-abc8-af46dee6ab7f.jpg?w=320","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__47.jpg","https://l.icdbcdn.com/oh/fe5d83d0-10f2-4c14-abc8-af46dee6ab7f.jpg?w=575","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__48.jpg","https://l.icdbcdn.com/oh/fe5d83d0-10f2-4c14-abc8-af46dee6ab7f.jpg?w=768","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__49.jpg","https://l.icdbcdn.com/oh/fe5d83d0-10f2-4c14-abc8-af46dee6ab7f.jpg?w=992","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"breeding-centre__div.image-gallery-slide_div.image-wrapper_figure_div.respons__imgsrcset__50.jpg","https://l.icdbcdn.com/oh/fe5d83d0-10f2-4c14-abc8-af46dee6ab7f.jpg?w=1200","https://galapagos-hotel.com/en/1943031/isabela-travel-guide","Breeding centre","div.image-gallery-slide › div.image-wrapper › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"puerto-villamil-map__div#sect4882906_div.css-jbvua0_figure_div.responsive-image-w__img__3.jpg","https://l.icdbcdn.com/oh/494e2ae2-7b34-4648-ac3c-6edb72530109.jpg?w=1040","https://galapagos-hotel.com/en/2548407/puerto-villamil-map1","Puerto Villamil map","div#sect4882906 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img","icon","jpg","0","0","","true"
"puerto-villamil-map__div#sect4882906_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__4.jpg","https://l.icdbcdn.com/oh/494e2ae2-7b34-4648-ac3c-6edb72530109.jpg?w=320","https://galapagos-hotel.com/en/2548407/puerto-villamil-map1","Puerto Villamil map","div#sect4882906 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","jpg","0","0","","true"
"puerto-villamil-map__div#sect4882906_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__5.jpg","https://l.icdbcdn.com/oh/494e2ae2-7b34-4648-ac3c-6edb72530109.jpg?w=575","https://galapagos-hotel.com/en/2548407/puerto-villamil-map1","Puerto Villamil map","div#sect4882906 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","jpg","0","0","","true"
"puerto-villamil-map__div#sect4882906_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__6.jpg","https://l.icdbcdn.com/oh/494e2ae2-7b34-4648-ac3c-6edb72530109.jpg?w=768","https://galapagos-hotel.com/en/2548407/puerto-villamil-map1","Puerto Villamil map","div#sect4882906 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","jpg","0","0","","true"
"puerto-villamil-map__div#sect4882906_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__7.jpg","https://l.icdbcdn.com/oh/494e2ae2-7b34-4648-ac3c-6edb72530109.jpg?w=992","https://galapagos-hotel.com/en/2548407/puerto-villamil-map1","Puerto Villamil map","div#sect4882906 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","jpg","0","0","","true"
"puerto-villamil-map__div#sect4882906_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__8.jpg","https://l.icdbcdn.com/oh/494e2ae2-7b34-4648-ac3c-6edb72530109.jpg?w=1200","https://galapagos-hotel.com/en/2548407/puerto-villamil-map1","Puerto Villamil map","div#sect4882906 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","jpg","0","0","","true"
"puerto-villamil-map__div#sect4882906_div.css-jbvua0_figure_div.responsive-image-w__imgsrcset__9.jpg","https://l.icdbcdn.com/oh/494e2ae2-7b34-4648-ac3c-6edb72530109.jpg?w=1920","https://galapagos-hotel.com/en/2548407/puerto-villamil-map1","Puerto Villamil map","div#sect4882906 › div.css-jbvua0 › figure › div.responsive-image-wrapper.isPlaceholder › img.image.css-ztfysw","img[srcset]","icon","jpg","0","0","","true"
"yellow-heron-house-comfortable-beachfron__div.css-jbvua0_div.undefined.full-bleed_figure_div.responsiv__img__3.jpg","https://l.icdbcdn.com/oh/dc1ccd3a-233a-40f9-8be8-bc3896729e55.jpg?w=1920","https://galapagos-hotel.com/en/3706181/yellow-heron-house---comfortable-beachfront-house","Yellow Heron House - Comfortable beachfront house - Vacation Home in Puerto Villamil","div.css-jbvua0 › div.undefined.full-bleed › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img","hero","jpg","1920","1282","","true"
"yellow-heron-house-comfortable-beachfron__div.css-jbvua0_div.undefined.full-bleed_figure_div.responsiv__imgsrcset__4.jpg","https://l.icdbcdn.com/oh/dc1ccd3a-233a-40f9-8be8-bc3896729e55.jpg?w=320","https://galapagos-hotel.com/en/3706181/yellow-heron-house---comfortable-beachfront-house","Yellow Heron House - Comfortable beachfront house - Vacation Home in Puerto Villamil","div.css-jbvua0 › div.undefined.full-bleed › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"yellow-heron-house-comfortable-beachfron__div.css-jbvua0_div.undefined.full-bleed_figure_div.responsiv__imgsrcset__5.jpg","https://l.icdbcdn.com/oh/dc1ccd3a-233a-40f9-8be8-bc3896729e55.jpg?w=575","https://galapagos-hotel.com/en/3706181/yellow-heron-house---comfortable-beachfront-house","Yellow Heron House - Comfortable beachfront house - Vacation Home in Puerto Villamil","div.css-jbvua0 › div.undefined.full-bleed › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"yellow-heron-house-comfortable-beachfron__div.css-jbvua0_div.undefined.full-bleed_figure_div.responsiv__imgsrcset__6.jpg","https://l.icdbcdn.com/oh/dc1ccd3a-233a-40f9-8be8-bc3896729e55.jpg?w=768","https://galapagos-hotel.com/en/3706181/yellow-heron-house---comfortable-beachfront-house","Yellow Heron House - Comfortable beachfront house - Vacation Home in Puerto Villamil","div.css-jbvua0 › div.undefined.full-bleed › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"yellow-heron-house-comfortable-beachfron__div.css-jbvua0_div.undefined.full-bleed_figure_div.responsiv__imgsrcset__7.jpg","https://l.icdbcdn.com/oh/dc1ccd3a-233a-40f9-8be8-bc3896729e55.jpg?w=992","https://galapagos-hotel.com/en/3706181/yellow-heron-house---comfortable-beachfront-house","Yellow Heron House - Comfortable beachfront house - Vacation Home in Puerto Villamil","div.css-jbvua0 › div.undefined.full-bleed › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"yellow-heron-house-comfortable-beachfron__div.css-jbvua0_div.undefined.full-bleed_figure_div.responsiv__imgsrcset__8.jpg","https://l.icdbcdn.com/oh/dc1ccd3a-233a-40f9-8be8-bc3896729e55.jpg?w=1200","https://galapagos-hotel.com/en/3706181/yellow-heron-house---comfortable-beachfront-house","Yellow Heron House - Comfortable beachfront house - Vacation Home in Puerto Villamil","div.css-jbvua0 › div.undefined.full-bleed › figure › div.responsive-image-wrapper.isLoaded › img.image.css-1w40tem","img[srcset]","icon","jpg","0","0","","true"
"yellow-heron-house-comfortable-beachfron__section_div.image-container_figure_div.responsive-image-wrap__img__living-room__10.jpg","https://l.icdbcdn.com/oh/dc1ccd3a-233a-40f9-8be8-bc3896729e55.jpg?w=1040","https://galapagos-hotel.com/en/3706181/yellow-heron-house---comfortable-beachfront-house","Yellow Heron House - Comfortable beachfront house - Vacation Home in Puerto Villamil","section › div.image-container › figure › div.responsive-image-wrapper.gallery-thumbnail › img.image.css-m6t9z1","img","hero","jpg","1040","695","Living room","true"
